City Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),City Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update,Water 2014 - Number of drivers,City,lon,lat,Year to reach net zero,City total emissions (t),City per capita emissions (t),Country total emissions 2020 (t),Country per capita emissions 2020 (t)
2018,50357,Ciudad de Mendoza,Mendoza,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,39246500,14777757,15965039,61862524,69989296,Increased,Emissions reduction actions not implemented,,115041,2010,POINT (-68.8458 -32.8894),2020-01-12T04:30:40.780,231,POINT,-68.8458,-32.8894,> 2050,61862524,537.7,389306260.5,8.6
2018,31172,Mexico City,Mexico City,Mexico,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,21327895.49,6446871.15,12937124.05,32087693.68,40487313.04,Increased,Improved data accuracy,,8833416,2016,POINT (-99.1332 19.4326),2020-01-12T04:30:40.780,117,POINT,-99.1332,19.4326,> 2050,32087693.68,3.6,730501018.5,5.5
2018,63999,"City of Miami Beach, FL",Miami Beach,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,311043.23,796476.58,92016.35,1199536.16,,,,,91917,2016,POINT (-80.13 25.7906),2020-01-12T04:30:40.780,,POINT,-80.13,25.7906,2028,1199536.16,13.1,6718634480,20
2019,31173,Comune di Milano,Milano,Italy,Europe,"CDP Cities, C40, Global Covenant of Mayors",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,4008005.06,2346844,166687,5965717.96,6131035.44,Decreased,,,1395274,2018,POINT (9.08635 45.8026),2020-01-12T04:30:42.857,50,POINT,9.08635,45.8026,2024,5965717.96,4.3,427008841.8,7.2
2019,35879,City of Minneapolis,Minneapolis,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,2756800,1402603,140461,4299864,4299864,Increased,Change in weather conditions,,422331,2017,POINT (-93.2667 44.9833),2020-01-12T04:30:42.857,46,POINT,-93.2667,44.9833,2028,4299864,10.2,6718634480,20
2018,35879,City of Minneapolis,Minneapolis,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2522163,1470842,124288,4117293,4117293,Decreased,Technological change,,419952,2016,POINT (-93.2667 44.9833),2020-01-12T04:30:40.780,46,POINT,-93.2667,44.9833,2028,4117293,9.8,6718634480,20
2018,59538,City of Mississauga,Mississauga,Canada,North America,CDP Cities,public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,6298053.5,302422.2135,,6600475.713,,This is our first year of calculation,,,721599,2016,POINT (43.589 -79.6441),2020-01-12T04:30:40.780,,POINT,43.589,-79.6441,2029,6600475.713,9.1,737274611.1,19.6
2019,54608,Alcaldia de Montería,Montería,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2012-01-01 - 2012-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,827954,75784,39631,903738,943369,Decreased,Technological change,,357746,2018,POINT (-75.8814 8.74798),2020-01-12T04:30:42.857,154,POINT,-75.8814,8.74798,> 2050,903738,2.5,219596531.5,4.4
2018,54608,Alcaldia de Montería,Montería,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2012-01-01 - 2012-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,827.954,75.784,39.631,903.738,943.369,Decreased,Technological change,,441301,2015,POINT (-75.8814 8.74798),2020-01-12T04:30:40.780,154,POINT,-75.8814,8.74798,> 2050,903.738,0,219596531.5,4.4
2019,42388,Intendencia de Montevideo,Montevideo,Uruguay,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2016-01-01 - 2016-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,3168923,42791,0,3211715,0,Stayed the same,Emissions have not changed,,1380432,2016,POINT (-58.2987 -34.7112),2020-01-12T04:30:42.857,,POINT,-58.2987,-34.7112,> 2050,3211715,2.3,44478960.1,12.7
2018,35894,Ville de Montreal,Montréal,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,11179649,40031,287832,10384940,11507512,Stayed the same,Emissions have not changed,,1942044,2016,POINT (-73.554 45.5087),2020-01-12T04:30:40.780,42,POINT,-73.554,45.5087,2029,10384940,5.3,737274611.1,19.6
2019,35894,Ville de Montreal,Montréal,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,11179649,40031,287832,10384940,11507512,Stayed the same,Emissions have not changed,,1942044,2016,POINT (-73.554 45.5087),2020-01-12T04:30:42.857,42,POINT,-73.554,45.5087,2029,10384940,5.3,737274611.1,19.6
2019,59158,Moroni City,Moroni,Comoros,Africa,"CDP Cities, Global Covenant of Mayors",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,33277,13340,6643,49285,53260,This is our first year of calculation,Lack of resource / funding overcome,,55541,2016,POINT (43.2473 -11.7172),2020-01-12T04:30:42.857,,POINT,43.2473,-11.7172,> 2050,49285,0.9,782520.2,0.9
2018,59158,Moroni City,Moroni,Comoros,Africa,CDP Cities,public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,33277,0,0,49285,53260,This is our first year of calculation,Lack of resource / funding overcome,,40050,2003,POINT (43.2473 -11.7172),2020-01-12T04:30:40.780,,POINT,43.2473,-11.7172,> 2050,49285,1.2,782520.2,0.9
2019,61427,Municipality of Nacala,Nacala,Mozambique,Africa,"CDP Cities, Global Covenant of Mayors",public,Yes,2016-01-01 - 2016-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The desktop study included a review of the GPC standard and the CDP and carbonn climate registry reporting platforms.,No,"CH4, CO2, N20",,,,,,,198679,2137,3968,200816,204784,Stayed the same,Other: This is our first inventory report,,224795,2019,POINT (40.6854 -14.5656),2020-01-12T04:30:42.857,,POINT,40.6854,-14.5656,> 2050,200816,0.9,47119116.7,1.5
2019,49335,Metropolitan Government of Nashville and Davidson County,Nashville,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,6680198,5801169,979925,13461292,13461292,Increased,Improved data accuracy,,667560,2017,POINT (-86.7816 36.1627),2020-01-12T04:30:42.857,46,POINT,-86.7816,36.1627,2028,13461292,20.2,6718634480,20
2018,49335,Metropolitan Government of Nashville and Davidson County,Nashville,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,6680198,5801169,979925,13461292,13461292,Increased,Improved data accuracy,,667560,2017,POINT (-86.7816 36.1627),2020-01-12T04:30:40.780,46,POINT,-86.7816,36.1627,2028,13461292,20.2,6718634480,20
2018,58668,"City of New Bedford, MA",New Bedford,United States,North America,CDP Cities,public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,328329,152164,0,480493,0,,,,95120,2017,POINT (-70.9342 41.6362),2020-01-12T04:30:40.780,,POINT,-70.9342,41.6362,2028,480493,5.1,6718634480,20
2018,35272,City of New Haven (CT),New Haven ,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,761145,297225,84919,1143288,1143288,Decreased,,,131014,2017,POINT (-72.9276 41.3093),2020-01-12T04:30:40.780,,POINT,-72.9276,41.3093,2028,1143288,8.7,6718634480,20
2019,56276,New Taipei City Government,New Taipei,Taiwan,East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Since 2014, we inventoried GHG by using the method of GPC, we also inventoried Guideline of GHG accounting and inventory issued by Taiwan EPA, which mainly refer to the ""International Emissions Analysis Protocol (ICLEI)"" and ""2006 IPCC Guidelines for National Greenhouse Gas Inventories"". We have finished 2016 and 2017 GHG inventory and verified by British Standards Institution(BSI Taiwan) in June, 2019.",No,"CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,7897231,12323518,731525,20144995,20952274,Increased,Increased energy/electricity consumption,,3986689,2017,POINT (121.446 25.0111),2020-01-12T04:30:42.857,,POINT,121.446,25.0111,2050,20144995,5.1,287778804.1,12.1
2018,56276,New Taipei City Government,New Taipei,Taiwan,East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,7653808,,,18235086,19019096,Decreased,Behavioural change,,3986689,2017,POINT (121.446 25.0111),2020-01-12T04:30:40.780,,POINT,121.446,25.0111,2050,18235086,4.6,287778804.1,12.1
2018,3417,New York City,New York City,United States,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,35850141,14262756,1622506,51735403,,Decreased,Behavioural change,,8537673,2016,POINT (-74.0059 40.7128),2020-01-12T04:30:40.780,,POINT,-74.0059,40.7128,2028,51735403,6.1,6718634480,20
2018,50220,Métropole Nice Côte d'Azur,Nice,France,Europe,CDP Cities,public,Yes,2013-01-01 - 2013-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1871017,268674,0,2139692,2139692,,,,560000,2016,POINT (7.26195 43.7102),2020-01-12T04:30:40.780,,POINT,7.26195,43.7102,2023,2139692,3.8,469163332.6,6.8
2018,57509,Prefeitura Niterói,Niterói,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1134407.8,,,1729602.21,,This is our first year of calculation,Lack of knowledge overcome,,499.028,2017,POINT (-43.1184 -22.8928),2020-01-12T04:30:40.780,,POINT,-43.1184,-22.8928,> 2050,1729602.21,3465.9,1105067347,5.2
2019,57509,Prefeitura Niterói,Niterói,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2015-01-01 - 2015-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Foi realizado inventário de emissão de gases por meio do Software ClearPath, referente às atividades do ano de 2015.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,1134407.8,164574.2,430620,1729602.21,0,This is our first year of calculation,Other: Primeiro ano de cálculo,,511786,2018,POINT (-43.1184 -22.8928),2020-01-12T04:30:42.857,,POINT,-43.1184,-22.8928,> 2050,1729602.21,3.4,1105067347,5.2
2018,59669,City of North Vancouver,North Vancouver,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,205886,4159,1929,211975,,Stayed the same,Emissions have not changed,,52898,2016,POINT (-123.072 49.32),2020-01-12T04:30:40.780,,POINT,-123.072,49.32,2029,211975,4,737274611.1,19.6
2018,50560,City of Oakland,Oakland,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2032515,370834,3659181,2462536,0,Stayed the same,Emissions have not changed,,420000,2016,POINT (-122.271 37.8044),2020-01-12T04:30:40.780,,POINT,-122.271,37.8044,2028,2462536,5.9,6718634480,20
2019,43909,City of Orlando,Orlando,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2017-10-01 - 2018-09-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,CO2,,,,,,,3271435,3722734,,6994170,6994170,Decreased,Change in weather conditions,,280258,2018,POINT (-81.3792 28.5383),2020-01-12T04:30:42.857,,POINT,-81.3792,28.5383,2028,6994170,25,6718634480,20
2018,43911,City of Ottawa,Ottawa,Canada,North America,CDP Cities,public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,5944000,277000,,6017000,6221000,,,,979.173,2017,POINT (-75.6972 45.4215),2020-01-12T04:30:40.780,42,POINT,-75.6972,45.4215,2029,6017000,6145,737274611.1,19.6
2019,31175,City of Paris,Paris,France,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Since 2014, Paris translate its emission inventory in GPC protocol.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,3359242,1836421,2917831,5489249,7949494,Decreased,Other,,2249975,2016,POINT (2.35222 48.8566),2020-01-12T04:30:42.857,44,POINT,2.35222,48.8566,2023,5489249,2.4,469163332.6,6.8
2018,31175,City of Paris,Paris,France,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,3359242,,,5489249,7949494,Decreased,,,2265886,2015,POINT (2.35222 48.8566),2020-01-12T04:30:40.780,44,POINT,2.35222,48.8566,2023,5489249,2.4,469163332.6,6.8
2018,14344,"City of Park City, UT",Park City,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,6309.564008,9245.483051,515.1576,15555.04706,16070.20466,This is our first year of calculation,Previous data was not reliable,,7873,2012,POINT (-111.498 40.6461),2020-01-12T04:30:40.780,,POINT,-111.498,40.6461,2028,15555.04706,2,6718634480,20
2019,54603,Alcaldia de Pasto,Pasto,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-06-15 - 2018-06-14,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Este inventario de Gases de Efecto Invernadero (GEI) fue realizado utilizando el modelo GPC (Global Protocol for Community-Scale Greenhouse Gas Emission Inventories) (Protocolo Globalpara Inventarios de Emisiones de Gases Efecto Invernadero a Escala Comunitaria) (World Resources Institute 2014), el cual se ha convertido desde el 2012 en un estándar para la medición de emisiones GEI a nivel de ciudad, las cuales representan más del 70% de las emisiones del planeta. Hasta la fecha, el GPC se ha implementado más de 100 ciudades importantes a nivel mundial, con el potencial de incluir otras 1000 en el corto plazo.Debido a la gran variabilidad entre los métodos existentes para inventarios GEI en las ciudades, sus resultados son frecuentemente inconsistentes, dificultan la comparación entre ellas y generan dudas sobre la validez de sus conclusiones para la toma de decisiones de mitigación.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,94515.9,290,14500,69600,,Stayed the same,No new inventory to report,,455678,2015,,2020-01-12T04:30:42.857,,,,,> 2050,69600,0.2,219596531.5,4.4
2019,43934,City of Perth,Perth,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2014-07-01 - 2015-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,123613,1028194,209463,653337,,This is our first year of calculation,,,29627,2019,POINT (115.861 -31.9526),2020-01-12T04:30:42.857,,POINT,115.861,-31.9526,2030,653337,22.1,556624251.1,21.9
2018,43934,City of Perth,Perth,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-07-01 - 2015-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,653337,,,,,27432,2017,POINT (115.861 -31.9526),2020-01-12T04:30:40.780,,POINT,115.861,-31.9526,2030,653337,23.8,556624251.1,21.9
2018,31181,City of Philadelphia,Philadelphia,United States,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,13245863,,,17355479,18675341,Decreased,Technological change,,1559938,2016,POINT (-75.1638 39.9523),2020-01-12T04:30:40.780,,POINT,-75.1638,39.9523,2028,17355479,11.1,6718634480,20
2019,31181,City of Philadelphia,Philadelphia,United States,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Philadelphia uses both BASIC and BASIC+ categories.,No,"CH4, CO2, N20, SF6",,,,,,,9050464,5555807,219124,14825395,15591906,Decreased,Other,,1555072,2015,POINT (-75.1638 39.9523),2020-01-12T04:30:42.857,,POINT,-75.1638,39.9523,2028,14825395,9.5,6718634480,20
2018,35874,City of Phoenix,Phoenix,United States,North America,CDP Cities,public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,11094141,5048773,395584,15447037,15684329,Decreased,Technological change,,1615017,2016,POINT (-112.074 33.4484),2020-01-12T04:30:40.780,59,POINT,-112.074,33.4484,2028,15447037,9.6,6718634480,20
2019,35874,City of Phoenix,Phoenix,United States,North America,"CDP Cities, Global Covenant of Mayors",public,Yes,2016-01-01 - 2016-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,11094141,5048773,395584,15447378,15684670,Decreased,Technological change,,1660272,2018,POINT (-112.074 33.4484),2020-01-12T04:30:42.857,59,POINT,-112.074,33.4484,2028,15447378,9.3,6718634480,20
2018,60656,"City of Piedmont, CA",Piedmont,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2017-01-01,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,31807,4203,1176,37186,,Decreased,Behavioural change,,11378,2017,POINT (-122.232 37.8244),2020-01-12T04:30:40.780,,POINT,-122.232,37.8244,2028,37186,3.3,6718634480,20
2018,57347,Pingtung County Government,Pingtung County,Taiwan,East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2530643.7,2340441.58,0,4682213.96,4871085.28,Increased,Increased energy/electricity consumption,,829939,2017,POINT (120.47 22.6558),2020-01-12T04:30:40.780,,POINT,120.47,22.6558,2050,4682213.96,5.6,287778804.1,12.1
2019,14874,"City of Portland, OR","Portland, OR",United States,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2017-01-01 - 2017-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),None.,No,"CH4, CO2, N20",,,,,,,5442661,2148556,109907,7701120,7701120,Increased,Increased energy/electricity consumption,,807555,2017,POINT (-122.682 45.52),2020-01-12T04:30:42.857,37,POINT,-122.682,45.52,2028,7701120,9.5,6718634480,20
2018,35880,Municipality of Porto Alegre,Porto Alegre,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2351195,,,2829128,,,,,1409351,2010,POINT (51 30),2020-01-12T04:30:40.780,,POINT,51,30,> 2050,2829128,2,1105067347,5.2
2018,60318,Prefeitura de Porto Velho,Porto Velho,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Other: Limites territoriais do município,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,17164389.21,,,850209.83,17109891.42,Do not know,Other,,428527,2010,POINT (-40.3776 -20.3338),2020-01-12T04:30:40.780,,POINT,-40.3776,-20.3338,> 2050,850209.83,2,1105067347,5.2
2019,49360,City of Tshwane,Pretoria - Tshwane,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2014-07-01 - 2015-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,9138309,119473513,340698,21426358,,Do not know,Change in methodology,,3306198,2017,POINT (28.1881 -25.7461),2020-01-12T04:30:42.857,222,POINT,28.1881,-25.7461,> 2050,21426358,6.5,526818555.2,9
2018,49327,City of Providence,Providence,United States,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2184796,384000,21168,1704321,0,This is our first year of calculation,,,178562,2014,POINT (-71.4128 41.824),2020-01-12T04:30:40.780,,POINT,-71.4128,41.824,2028,1704321,9.5,6718634480,20
2019,54348,The Local Government of Quezon City,Quezon City,Philippines,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,5323322,2691044,,8014366,,This is our first year of calculation,Lack of knowledge overcome,,3076345,2019,POINT (120.862 15.6835),2020-01-12T04:30:42.857,,POINT,120.862,15.6835,> 2050,8014366,2.6,236511189.8,2.2
2018,42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,5081963,,,5759189,8083229,Increased,Population increase,,2239191,2010,POINT (-78.5167 -0.2333),2020-01-12T04:30:40.780,,POINT,-78.5167,-0.2333,> 2050,5759189,2.6,64401636.3,3.7
2019,42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,5081963,,,5759189,8083229,,,,2239191,2010,POINT (-78.5167 -0.2333),2020-01-12T04:30:42.857,,POINT,-78.5167,-0.2333,> 2050,5759189,2.6,64401636.3,3.7
